level_0,index,ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,Species,Hcp,CID,Melting Point,log Hcp,MeltingPointPredicted,PredictedSolValues,ActualSolValues,PredictedHcpValues,ActualHcpValues,rfrMeltingPoint
4650,4601,B-1342,"1,2,4-tribromobenzene",InChI=1S/C6H3Br3/c7-4-1-2-5(8)6(9)3-4/h1-3H,FWAJPSIPOULHHH-UHFFFAOYSA-N,Brc1ccc(Br)c(Br)c1,-4.808,0.1549999999999998,2,G3,314.802,3.974100000000001,49.54200000000001,9.0,0.0,0.0,3.0,0.0,48.0,1.0,0.0,0.0,1.0,0.0,79.03404593642107,3.171678030440916,219.54299954784685,"1,2,4-tribromobenzene",0.031,12002.0,44.5,-1.5086383061657274,49.73391849092634,-4.756231559242783,-4.808,-1.6474244631686903,-1.5086383061657274,43.19047532232978
4652,4603,B-1344,3-chloropentane,"InChI=1S/C5H11Cl/c1-3-5(6)4-2/h5H,3-4H2,1-2H3",CXQSCYIVCSCSES-UHFFFAOYSA-N,CCC(Cl)CC,-2.6307,0.0,1,G1,106.596,2.4138,30.222999999999985,6.0,0.0,0.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,44.502285712297656,2.7541847860376616,23.11941547876375,3-chloropentane,0.00038,12016.0,-105.0,-3.4202164033831894,-100.38191109156655,-2.646738761977036,-2.6307,-3.281632626616744,-3.420216403383189,-95.3087242771308
4654,4605,B-1346,pyrrolidone,"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)",HNJBEVLQSNELDL-UHFFFAOYSA-N,O=C1CCCN1,1.07,0.99998008955,2,G2,85.10600000000001,-0.1036,22.2437,6.0,1.0,1.0,2.0,0.0,34.0,0.0,1.0,1.0,1.0,29.1,36.53963050114196,2.3673518510178746,61.94833690207419,2-pyrrolidinone,9300.0,12025.0,23.0,3.9684829485539352,-16.548201156312466,0.991161292426807,1.07,3.70544498132644,3.9684829485539352,-21.700201672768475
4673,4624,B-1370,p-methylstyrene,"InChI=1S/C9H10/c1-3-9-6-4-8(2)5-7-9/h3-7H,1H2,2H3",JLBJTVDPSNHSKJ-UHFFFAOYSA-N,Cc1ccc(C=C)cc1,-3.1232,0.0,1,G1,118.179,2.638020000000001,41.27000000000002,9.0,0.0,0.0,0.0,1.0,46.0,1.0,0.0,0.0,1.0,0.0,55.83662643050253,3.009781947786601,193.78322454352,1-ethenyl-4-methylbenzene,0.0031,12161.0,-34.1,-2.508638306165727,-51.15645562952868,-3.144461896446344,-3.1232,-2.5274815223118337,-2.508638306165727,-50.885833998987245
4676,4627,B-1374,methylbutyrate,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",UUIQMZJEGPQKFD-UHFFFAOYSA-N,CCCC(=O)OC,-0.8331,0.515485016486631,3,G4,102.13299999999998,0.9595,26.923999999999985,7.0,2.0,0.0,2.0,2.0,42.0,0.0,0.0,0.0,0.0,26.3,43.47408681496663,3.002590528674132,59.10049400592805,methyl butanoate,0.037,12180.0,-85.8,-1.4317982759330048,-110.66497410386019,-0.7074174882413321,-0.8331,-1.4969449561232402,-1.4317982759330048,-117.89001136101352
4677,4628,B-1375,"1,2-propylene glycol diacetate","InChI=1S/C7H12O4/c1-5(11-7(3)9)4-10-6(2)8/h5H,4H2,1-3H3",MLHOXUWWKVQEJB-UHFFFAOYSA-N,CC(COC(C)=O)OC(C)=O,-0.2046,0.0,1,G1,160.16899999999998,0.5011000000000001,37.861,11.0,4.0,0.0,4.0,3.0,64.0,0.0,0.0,0.0,0.0,52.6,65.47903837331049,3.4425479949638413,152.51956340253028,"1,2-propanediol, diacetate",70.0,12198.0,-31.0,1.845098040014257,-31.992734416400168,-0.7143461587217472,-0.2046,0.7968121549215964,1.845098040014257,-44.51353536807913
4688,4639,B-1388,2-methyl-2-heptanol,"InChI=1S/C8H18O/c1-4-5-6-7-8(2,3)9/h9H,4-7H2,1-3H3",ACBMYYVZWKYLIP-UHFFFAOYSA-N,CCCCCC(C)(C)O,-1.7168,0.0,1,G1,130.231,2.337600000000001,40.439800000000005,9.0,1.0,1.0,1.0,4.0,56.0,0.0,0.0,0.0,0.0,20.23,58.08807958080181,3.072989461365733,61.45811190640112,2-methyl-2-heptanol,0.51,12242.0,-50.4,-0.2924298239020636,-38.15372367902852,-1.8047298262612597,-1.7168,-0.3218989919556945,-0.2924298239020636,-35.490392576974195
4691,4642,B-1392,2-nitroethanol,"InChI=1S/C2H5NO3/c4-2-1-3(5)6/h4H,1-2H2",KIPMDPDAFINLIV-UHFFFAOYSA-N,OCC[N+]([O-])=O,1.0406,0.0,1,G1,91.066,-0.7445999999999999,18.9472,6.0,3.0,1.0,4.0,2.0,36.0,0.0,0.0,0.0,0.0,63.37,34.55140261692197,2.831257109931365,52.75488750216347,2-nitroethanol,160.0,12252.0,-80.0,2.2041199826559246,-71.56671327334055,0.3229097732794916,1.0406,2.034984551665526,2.204119982655925,-47.55335151198858
4693,4644,B-1394,isopropyl formate,"InChI=1S/C4H8O2/c1-4(2)6-3-5/h3-4H,1-2H3",RMOUBSOVHSONPZ-UHFFFAOYSA-N,CC(C)OC=O,-0.6301,0.0,1,G1,88.106,0.5678,22.285,6.0,2.0,0.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,26.3,37.10914470057001,2.8141442217770303,40.81274391313339,isopropyl methanoate,0.012,12257.0,-80.0,-1.9208187539523751,-134.56474399378826,-0.3997473244073573,-0.6301,-1.336114045243929,-1.9208187539523751,-125.36991370696713
4704,4655,B-1406,1-propylnitrate,"InChI=1S/C3H7NO3/c1-2-3-7-4(5)6/h2-3H2,1H3",JNTOKFNBDFMTIV-UHFFFAOYSA-N,CCCO[N+]([O-])=O,-1.5044,0.0,1,G1,105.093,0.6047,23.2374,7.0,3.0,0.0,4.0,3.0,42.0,0.0,0.0,0.0,0.0,52.37,41.18969470810743,2.8219389370591843,63.20035947603792,1-propyl nitrate,0.011,12307.0,-100.0,-1.9586073148417746,-99.94975954613147,-1.3452417989007928,-1.5044,-1.824469680317387,-1.9586073148417744,-102.19588816851767
4710,4661,B-1413,"hexanedioic acid, dimethyl ester","InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3",UDSFAEKRVUSQDD-UHFFFAOYSA-N,COC(=O)CCCCC(=O)OC,-1.4629,0.3795041006701314,4,G5,174.196,0.8927999999999998,42.500000000000014,12.0,4.0,0.0,4.0,5.0,70.0,0.0,0.0,0.0,0.0,52.60000000000001,71.8439804877071,3.211729783466108,135.13685006057713,"hexanedioic acid, dimethyl ester",10.0,12329.0,10.3,1.0,-7.371310620219744,-1.1691253635600272,-1.4629,0.834511262476225,1.0,-24.68039440786421
4711,4662,B-1414,methyl n-butyl ether,"InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3",CXBDYQVECUFKRK-UHFFFAOYSA-N,CCCCOC,-0.9907,0.0,1,G1,88.14999999999999,1.4329,26.78399999999999,6.0,1.0,0.0,1.0,3.0,38.0,0.0,0.0,0.0,0.0,9.23,39.31256471492286,2.3390923149762908,15.900134529890124,methyl butyl ether,0.0044,12338.0,-115.5,-2.356547323513812,-133.67622099525224,-0.6715662615841913,-0.9907,-2.24050823712553,-2.356547323513812,-143.05310535196918
4712,4663,B-1415,ethyl propyl ether,"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3",NVJUHMXYKCUMQA-UHFFFAOYSA-N,CCCOCC,-0.6806,0.0827826605569601,3,G5,88.14999999999999,1.4329,26.78399999999999,6.0,1.0,0.0,1.0,3.0,38.0,0.0,0.0,0.0,0.0,9.23,39.31256471492286,2.3390923149762908,15.900134529890124,ethyl propyl ether,0.0086,12340.0,-127.5,-2.065501548756432,-137.10625842268246,-0.6715662615841913,-0.6806,-2.190843792433496,-2.065501548756432,-141.4705035367128
4713,4664,B-1416,n-amyl acetate,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",PGMYKACGEOXYJE-UHFFFAOYSA-N,CCCCCOC(C)=O,-1.8841,0.0,1,G1,130.18699999999998,1.7397,36.158,9.0,2.0,0.0,2.0,4.0,54.0,0.0,0.0,0.0,0.0,26.3,56.20397104375984,2.828868134909685,78.98533616859814,pentyl ethanoate,0.034,12348.0,-70.8,-1.4685210829577449,-68.77681546873676,-1.891991332268744,-1.8841,-1.7015177953395124,-1.4685210829577449,-75.8781638929952
4715,4666,B-1418,1-heptyne,"InChI=1S/C7H12/c1-3-5-7-6-4-2/h1H,4-7H2,2H3",YVXHZKKCZYLQOP-UHFFFAOYSA-N,CCCCCC#C,-3.0099,0.0,1,G1,96.173,2.1999000000000004,32.97499999999998,7.0,0.0,0.0,0.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,45.92812910606846,2.599038279224843,56.92878689342031,1-heptyne,0.00013,12350.0,-81.0,-3.886056647693163,-99.69090103905826,-3.0205858435295028,-3.0099,-3.897760938876008,-3.886056647693163,-99.62608095360731
4716,4667,B-1420,1-octyne,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h1H,4-8H2,2H3",UMIPWJGWASORKV-UHFFFAOYSA-N,CCCCCCC#C,-3.662,0.0,1,G1,110.2,2.5900000000000007,37.592,8.0,0.0,0.0,0.0,4.0,46.0,0.0,0.0,0.0,0.0,0.0,52.29307122046507,2.646949873687806,66.59772060569361,1-octyne,0.00013,12370.0,-79.3,-3.886056647693163,-72.97505049609144,-3.637462386969238,-3.662,-3.8582338446151287,-3.886056647693163,-73.09373224222534
4717,4668,B-1421,n-tridecane,"InChI=1S/C13H28/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-13H2,1-2H3",IIYFAKIEWZDVMP-UHFFFAOYSA-N,CCCCCCCCCCCCC,-7.5936,0.0,1,G1,184.367,5.317300000000005,62.13500000000006,13.0,0.0,0.0,0.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,85.11855640058886,2.758149818433293,66.10749561002055,tridecane,7.9e-07,12388.0,-5.3,-6.102372908709558,17.473568842752947,-7.2328717393632544,-7.5936,-5.982358810548605,-6.102372908709558,6.519267991249769
4719,4670,B-1424,1-pentadecanol,"InChI=1S/C15H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h16H,2-15H2,1H3",REIUXOLGHVXAEO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCO,-6.3476,0.0312000000000001,2,G3,228.42,5.069900000000006,72.78080000000006,16.0,1.0,1.0,1.0,13.0,98.0,0.0,0.0,0.0,0.0,20.23,102.6426743815781,2.828262412638549,98.00257888348511,1-pentadecanol,0.22,12397.0,45.5,-0.6575773191777937,139.9295270048721,-5.896667304732423,-6.3476,-0.7765544459567543,-0.6575773191777937,117.6639769354546
4720,4671,B-1425,hexacosane,"InChI=1S/C26H54/c1-3-5-7-9-11-13-15-17-19-21-23-25-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-26H2,1-2H3",HMSWAIKSFDFLKN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.3339,0.0080499999999998,2,G3,366.7180000000002,10.388599999999991,122.15600000000012,26.0,0.0,0.0,0.0,23.0,158.0,0.0,0.0,0.0,0.0,0.0,167.86280388774483,2.94691201256248,196.0782000346156,hexacosane,5e-05,12407.0,56.4,-4.30102999566398,105.20427869718452,-7.581248074406104,-8.3339,-6.316230658977427,-4.30102999566398,10.152755547396584
4721,4672,B-1426,hexatriacontane,"InChI=1S/C36H74/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-36H2,1-2H3",YDLYQMBWCWFRAI-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-8.4746,0.0,1,G1,506.9880000000006,14.289599999999968,168.32599999999962,36.0,0.0,0.0,0.0,33.0,218.0,0.0,0.0,0.0,0.0,0.0,231.51222503171093,3.000382126868542,311.9474732050232,hexatriacontane,860000000.0,12412.0,76.5,8.934498451243567,532.730525494852,-7.849239807025099,-8.4746,-2.138443628817711,8.934498451243567,154.26100371629235
4722,4673,B-1427,"1,1,1,2-tetrachloroethane","InChI=1S/C2H2Cl4/c3-1-2(4,5)6/h1H2",QVLAWKAXOMEXPM-UHFFFAOYSA-N,ClCC(Cl)(Cl)Cl,-2.1955,0.0077499999999999,2,G3,167.85,2.5954000000000006,31.01,6.0,0.0,0.0,4.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,56.31725804975285,3.168489872670569,35.30296890880646,"1,1,1,2-tetrachloroethane",0.0042,12418.0,-70.2,-2.3767507096020997,-84.96063218505716,-2.2772242085804564,-2.1955,-2.3151425897487994,-2.3767507096021,-79.64927971521666
4723,4674,B-1429,"acetic acid, dibromo-","InChI=1S/C2H2Br2O2/c3-1(4)2(5)6/h1H,(H,5,6)",SIEILFNCEFEENQ-UHFFFAOYSA-N,OC(=O)C(Br)Br,0.9861,0.0,1,G1,217.844,1.1869,29.2778,6.0,1.0,1.0,4.0,1.0,36.0,0.0,0.0,0.0,0.0,37.3,51.79504420574866,3.2575861612334887,60.568425030288566,dibromoethanoic acid,2300.0,12433.0,49.0,3.3617278360175926,-32.44569917340883,-0.8320824709320668,0.9861,2.6989714605844712,3.3617278360175926,20.92399980958472
4733,4684,B-1444,ethyl t-butyl ether,"InChI=1S/C6H14O/c1-5-7-6(2,3)4/h5H2,1-4H3",NUMQCACRALPSHD-UHFFFAOYSA-N,CCOC(C)(C)C,-0.9302,0.3522024006499999,2,G3,102.177,1.8214,31.37899999999998,7.0,1.0,0.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,9.23,45.67750682931947,3.154490065368808,42.63193444574935,ethyl {\it tert}-butyl ether,0.0063,12512.0,-94.0,-2.2006594505464183,-131.18733623239208,-1.0790195249753096,-0.9302,-2.2004706491812445,-2.2006594505464183,-125.08434063064352
4738,4689,B-1449,fluoroacetamide,"InChI=1S/C2H4FNO/c3-1-2(4)5/h1H2,(H2,4,5)",FVTWJXMFYOXOKK-UHFFFAOYSA-N,NC(=O)CF,1.1132,0.0,1,G1,77.05799999999999,-0.5588000000000002,15.1694,5.0,1.0,1.0,3.0,1.0,30.0,0.0,0.0,0.0,0.0,43.09,28.77114134220887,2.847378923087672,44.912609383243264,2-fluoroacetamide,440.0,12542.0,108.0,2.643452676486187,-60.541330812084865,0.9404625992079564,1.1132,3.001489975700798,2.643452676486187,-42.05528354329402
4741,4692,B-1452,4-propylphenol,"InChI=1S/C9H12O/c1-2-3-8-4-6-9(10)7-5-8/h4-7,10H,2-3H2,1H3",KLSLBUSXWBJMEC-UHFFFAOYSA-N,CCCc1ccc(O)cc1,-2.0276,0.0,1,G1,136.19399999999996,2.3447000000000005,42.10180000000002,10.0,1.0,1.0,1.0,2.0,54.0,1.0,0.0,0.0,1.0,20.23,61.3204632148828,2.693803452362809,188.3881691811921,1-hydroxy-4-propylbenzene,1.7,12580.0,22.0,0.23044892137827389,-8.75857739148184,-2.032515255463073,-2.0276,0.4178798140177931,0.2304489213782738,-2.584552025716567
4743,4694,B-1456,"1,3-dioxalane",InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2,WNXJIVFYUVYPPR-UHFFFAOYSA-N,C1COCO1,1.1303,0.0,1,G1,74.079,-0.0092999999999999,16.771000000000004,5.0,2.0,0.0,2.0,0.0,30.0,0.0,1.0,1.0,1.0,18.46,30.690394562107297,2.083333333333333,16.464393446710154,"1,3-dioxolane",0.4,12586.0,-95.0,-0.39794000867203755,-158.15858969433324,1.019481031249859,1.1303,0.0077656891910808,-0.3979400086720375,-140.69027937735493
4754,4703,B-1465,1-nitroso-1-methylurea,"InChI=1S/C2H5N3O2/c1-5(4-7)2(3)6/h1H3,(H2,3,6)",ZRKWMRDKSOPRRS-UHFFFAOYSA-N,CN(N=O)C(N)=O,-0.8548,0.0,1,G1,103.081,-0.3216999999999998,23.1414,7.0,3.0,1.0,5.0,1.0,40.0,0.0,0.0,0.0,0.0,75.75999999999999,40.03030761395146,3.551713608029699,90.93569696954752,methylnitrosourea,190.0,12699.0,123.0,2.278753600952829,8.464096261048846,-0.6129098887740746,-0.8548,2.8787908712952683,2.278753600952829,17.674835703594677
4757,4706,B-1468,4-methyl-1-pentene,"InChI=1S/C6H12/c1-4-5-6(2)3/h4,6H,1,5H2,2-3H3",WSSSPWUEQFSQQG-UHFFFAOYSA-N,CC(C)CC=C,-3.2439,0.0742308341999997,2,G3,84.16199999999999,2.2185,29.651999999999983,6.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,39.874358567628335,2.8141442217770303,35.302968908806456,4-methyl-1-pentene,1.6e-05,12724.0,-153.6,-4.795880017344074,-119.0965003194478,-3.0271351945545364,-3.2439,-4.621549236406371,-4.795880017344074,-122.42192043002024
4761,4710,B-1476,3-ethyl-5-methylphenol,"InChI=1S/C9H12O/c1-3-8-4-7(2)5-9(10)6-8/h4-6,10H,3H2,1-2H3",XTCHLXABLZQNNN-UHFFFAOYSA-N,CCc1cc(C)cc(O)c1,-1.7696,0.0,1,G1,136.194,2.26302,42.22180000000002,10.0,1.0,1.0,1.0,1.0,54.0,1.0,0.0,0.0,1.0,20.23,61.3204632148828,3.061688151345299,207.9199174332444,3-methyl-5-ethylphenol,2.9,12775.0,51.6,0.462397997898956,-11.9373016489679,-2.0908027132469824,-1.7696,0.553362366127991,0.462397997898956,4.120696092290898
4762,4711,B-1477,5-methyl-2-nitrophenol,"InChI=1S/C7H7NO3/c1-5-2-3-6(8(10)11)7(9)4-5/h2-4,9H,1H3",NQXUSSVLFOBRSE-UHFFFAOYSA-N,Cc1ccc(c(O)c1)[N+]([O-])=O,-2.7505,0.0,1,G1,153.137,1.6088199999999997,39.49820000000002,11.0,3.0,1.0,4.0,1.0,58.0,1.0,0.0,0.0,1.0,63.37,63.243554708589386,3.1960696621259204,295.7372022742227,5-methyl-2-nitrophenol,0.77,12788.0,53.0,-0.11350927482751812,9.897339996078458,-2.2114942978189576,-2.7505,-0.0833830729741201,-0.1135092748275181,-11.225157932910989
4770,4719,B-1486,tolyfluanide,"InChI=1S/C10H13Cl2FN2O2S2/c1-8-4-6-9(7-5-8)15(18-10(11,12)13)19(16,17)14(2)3/h4-7H,1-3H3",HYVWIQDYBVKITD-UHFFFAOYSA-N,CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccc(C)cc1,-5.5864,0.0,1,G1,347.26400000000007,3.314420000000002,79.40080000000003,19.0,3.0,0.0,9.0,5.0,108.0,1.0,0.0,0.0,1.0,40.620000000000005,126.33754771321703,3.241224032499649,529.4557883959,tolylfluanid,13.0,12898.0,96.0,1.1139433523068367,165.1950501490192,-5.32123458315965,-5.5864,1.722621423757659,1.1139433523068367,173.72757165435752
4771,4720,B-1488,"2,4,6-tri(tert-butyl)phenol","InChI=1S/C18H30O/c1-16(2,3)12-10-13(17(4,5)6)15(19)14(11-12)18(7,8)9/h10-11,19H,1-9H3",PFEFOYRSMXVNEL-UHFFFAOYSA-N,CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-3.875,1.3723422575500002,2,G2,262.43699999999995,5.284700000000005,84.20680000000007,19.0,1.0,1.0,1.0,0.0,108.0,1.0,0.0,0.0,1.0,20.23,118.60494224445225,3.676482813059605,426.929479764728,"2,4,6-tris(1,1-dimethylethyl)phenol",1.0,12902.0,131.0,0.0,59.583995506957024,-4.391895214533985,-3.875,-0.519594185533116,0.0,64.20331628022264
4772,4721,B-1489,bensulide,"InChI=1S/C14H24NO4PS3/c1-12(2)18-20(21,19-13(3)4)22-11-10-15-23(16,17)14-8-6-5-7-9-14/h5-9,12-13,15H,10-11H2,1-4H3",RRNIZKPFKNDSRS-UHFFFAOYSA-N,CC(C)O[P](=S)(OC(C)C)SCCN[S](=O)(=O)c1ccccc1,-4.2014,0.0,1,G1,397.52400000000006,3.7726000000000015,100.81550000000004,23.0,6.0,1.0,9.0,10.0,132.0,1.0,0.0,0.0,1.0,64.63,148.05362106327618,2.553910805634569,606.169366771198,bensulide,1100.0,12932.0,34.4,3.0413926851582245,169.87294979319196,-4.259199252588574,-4.2014,3.289393957038501,3.0413926851582245,180.1437059952382
4779,4728,B-1499,2-methyl-1-pentene,"InChI=1S/C6H12/c1-4-5-6(2)3/h2,4-5H2,1,3H3",WWUVJRULCWHUSA-UHFFFAOYSA-N,CCCC(C)=C,-3.033,0.0,1,G1,84.16199999999999,2.3626000000000005,29.721999999999984,6.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,39.87435856762834,2.831257109931365,44.0,2-methyl-1-pentene,3.6e-05,12986.0,-135.7,-4.443697499232712,-116.51424133158412,-3.0514848176923586,-3.033,-4.588559310940952,-4.443697499232712,-120.37308861094287
4781,4730,B-1503,glycidylaldehyde,"InChI=1S/C3H4O2/c4-1-3-2-5-3/h1,3H,2H2",IWYRWIUNAVNFPE-UHFFFAOYSA-N,O=CC1CO1,1.1423,0.0,1,G1,72.063,-0.4159,15.804000000000002,5.0,2.0,0.0,2.0,1.0,28.0,0.0,1.0,1.0,1.0,29.6,29.738371432644183,2.2145461012997294,46.85475297227335,glycidaldehyde,19.0,13002.0,-62.0,1.2787536009528289,-105.22088010533253,1.0015750685176263,1.1423,0.9783232531222852,1.2787536009528289,-109.02900872525724
4782,4731,B-1504,o-chloroanisole,"InChI=1S/C7H7ClO/c1-9-7-5-3-2-4-6(7)8/h2-5H,1H3",QGRPVMLBTFGQDQ-UHFFFAOYSA-N,COc1ccccc1Cl,-2.4639,0.0,1,G1,142.58499999999998,2.3486,38.00400000000001,9.0,1.0,0.0,2.0,1.0,48.0,1.0,0.0,0.0,1.0,9.23,59.213156690282126,3.0065240073265844,197.86256853719752,1-chloro-2-methoxybenzene,0.1,13011.0,-26.8,-0.9999999999999998,-30.093177733862966,-2.6557031802911277,-2.4639,-1.4492450094435874,-0.9999999999999998,-36.55079615790284
4785,4734,B-1508,"9,10-dihydrophenanthrene","InChI=1S/C14H12/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-8H,9-10H2",XXPBFNVKTVJZKF-UHFFFAOYSA-N,C1Cc2ccccc2c3ccccc13,-4.6347,0.0,1,G1,180.25,3.452200000000002,59.28600000000003,14.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,1.0,3.0,0.0,84.21255040082498,2.287583078364964,423.4694559572399,"9,10-dihydrophenanthrene",0.12,13058.0,34.5,-0.9208187539523751,61.36539410393169,-4.915635481209816,-4.6347,-0.92776443918902,-0.9208187539523752,72.65369457859406
4818,4767,B-1548,6-undecanone,"InChI=1S/C11H22O/c1-3-5-7-9-11(12)10-8-6-4-2/h3-10H2,1-2H3",ZPQAKYPOZRXKFA-UHFFFAOYSA-N,CCCCCC(=O)CCCCC,-3.5322,0.0,1,G1,170.29599999999996,3.716100000000002,53.29100000000004,12.0,1.0,0.0,1.0,8.0,72.0,0.0,0.0,0.0,0.0,17.07,76.5501942718394,3.1032830489797623,95.57174002125652,6-undecanone,0.015,13561.0,14.5,-1.8239087409443187,-12.580638018110815,-3.711692634744984,-3.5322,-1.81656392196546,-1.8239087409443189,-4.9929645160864276
4820,4769,B-1550,3-hexyne,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H2,1-2H3",DQQNMIPXXNPGCV-UHFFFAOYSA-N,CCC#CCC,-2.1675,0.08875,2,G3,82.14599999999999,1.8098,28.357999999999983,6.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,39.56318699167186,2.8986676180251862,53.84283310353014,3-hexyne,0.0006,13568.0,-103.0,-3.221848749616356,-113.03756531790329,-2.18882453331868,-2.1675,-3.3046435720848253,-3.221848749616356,-114.8022524809237
4823,4772,B-1553,"2,3,6-trichlorophenol","InChI=1S/C6H3Cl3O/c7-3-1-2-4(8)6(10)5(3)9/h1-2,10H",XGCHAIDDPMFRLJ-UHFFFAOYSA-N,Oc1c(Cl)ccc(Cl)c1Cl,-2.6422,0.0,1,G1,197.448,3.3523999999999994,43.13680000000001,10.0,1.0,1.0,4.0,0.0,54.0,1.0,0.0,0.0,1.0,20.23,73.135435552338,3.3421538077705124,232.4149958700664,"2,3,6-trichlorophenol",43.0,13618.0,58.0,1.6334684555795864,61.12940613898356,-2.519848509829659,-2.6422,0.7800247902024218,1.6334684555795864,28.921050982547097
4828,4777,B-1560,"2,3,4,5-tetrachloroanisole","InChI=1S/C7H4Cl4O/c1-12-4-2-3(8)5(9)7(11)6(4)10/h2H,1H3",FUUHMSUPRUNWRQ-UHFFFAOYSA-N,COc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.2605,0.0,1,G1,245.92,4.308800000000001,53.03400000000001,12.0,1.0,0.0,5.0,1.0,66.0,1.0,0.0,0.0,1.0,9.23,90.12295537092712,3.387046329011766,310.7649525073721,"1,2,3,4-tetrachloro-5-methoxybenzene",0.0065,13649.0,84.0,-2.1870866433571443,46.65300592193438,-5.137039119624884,-5.2605,-2.2642037870495884,-2.1870866433571443,39.137537070477464
4830,4779,B-1563,"benzene, 1,2,3,4-tetrachloro-5,6-dimethoxy-",InChI=1S/C8H6Cl4O2/c1-13-7-5(11)3(9)4(10)6(12)8(7)14-2/h1-2H3,NCYHCGGUQGDEQW-UHFFFAOYSA-N,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,-5.2394,0.0,1,G1,275.946,4.317400000000001,59.58600000000002,14.0,2.0,0.0,6.0,2.0,78.0,1.0,0.0,0.0,1.0,18.46,101.60144271483064,3.5656858355463434,330.0942913293867,"1,2,3,4-tetrachloro-5,6-dimethoxybenzene",0.091,13677.0,90.0,-1.0409586076789064,82.31095297809698,-4.825033986936536,-5.2394,-0.6017521303066518,-1.0409586076789064,79.33051965671794
4846,4795,B-1582,desmetryne,"InChI=1S/C8H15N5S/c1-5(2)10-7-11-6(9-3)12-8(13-7)14-4/h5H,1-4H3,(H2,9,10,11,12,13)",HCRWJJJUKUVORR-UHFFFAOYSA-N,CNc1nc(NC(C)C)nc(SC)n1,-2.5656,0.0078,2,G3,213.31,1.4555,59.91340000000002,14.0,6.0,2.0,6.0,4.0,78.0,1.0,0.0,0.0,1.0,62.73,88.13789202690086,2.9200182242358266,279.53315486014867,desmetryn,21000.0,13904.0,85.0,4.322219294733919,143.67062778888175,-2.7014782685063192,-2.5656,4.029544730782502,4.322219294733919,139.91108145788678
4849,4798,B-1585,heptachlor epoxide,"InChI=1S/C10H5Cl7O/c11-3-1-2(4-5(3)18-4)9(15)7(13)6(12)8(1,14)10(9,16)17/h1-5H",ZXFXBSWRVIQKOD-UHFFFAOYSA-N,ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,-6.2893,0.1264625460583313,3,G5,389.32,4.452700000000001,75.61900000000001,18.0,1.0,0.0,8.0,0.0,100.0,0.0,3.0,4.0,4.0,12.53,138.5472112287764,2.0104948353898764,476.4546632923554,heptachlorepoxide,0.48,13930.0,160.0,-0.3187587626244128,148.33779280121976,-6.2715063092396575,-6.2893,-0.2710192848527242,-0.3187587626244128,149.13006504982252
